Accession,(SSI VS NSI)p-value,(SSI VS NSI)Log2Fc,(SSI VS SS)p-value,(SSI VS SS)Log2Fc,(NSI VS NS)p-value,(NSI VS NS)Log2Fc,(SS VS NS)p-value,(SS VS NS)Log2Fc,SSI VS NSI-DE,SSI VS NSI-Up,SSI VS NSI-Down,SSI VS SS-DE,SSI VS SS-Up,SSI VS SS-Down,NSI VS NS-DE,NSI VS NS-Up,NSI VS NS-Down,SS VS NS-DE,SS VS NS-Up,SS VS NS-Down
A0A0N7KGA8_ORYSJ,NP,NP,0.294374441,-0.059966275,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KIB8_ORYSJ,NP,NP,0.212958599,-0.210031871,NP,NP,0.382652721,0.11012863,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KKL6_ORYSJ,NP,NP,0.130735236,0.183654905,NP,NP,0.004998705,0.16877547,0,0,0,0,0,0,0,0,0,1,1,0
A0A0N7KL01_ORYSJ,NP,NP,0.382019356,-0.018731016,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KLK7_ORYSJ,NP,NP,0.0021877,0.747047976,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0N7KLZ5_ORYSJ,NP,NP,0.108762795,-0.367126609,NP,NP,0.246373949,-0.181839378,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KMS3_ORYSJ,NP,NP,0.314856109,0.083566567,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KPL6_ORYSJ,NP,NP,0.012221917,0.25204293,NP,NP,0.033894876,-0.321124915,0,0,0,1,1,0,0,0,0,1,0,1
A0A0N7KRQ8_ORYSJ,NP,NP,0.125578953,-0.214849216,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KSR7_ORYSJ,NP,NP,0.017145837,-0.972356915,NP,NP,0.121082309,1.338639437,0,0,0,1,0,1,0,0,0,0,0,0
A0A0N7KSS5_ORYSJ,NP,NP,0.109380135,0.161191384,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KSZ4_ORYSJ,NP,NP,0.036282747,-0.398304983,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0N7KUB7_ORYSJ,NP,NP,0.000461929,1.912297246,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0UXB1_ORYSJ,NP,NP,0.00115493,1.01506357,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0UYB9_ORYSJ,NP,NP,0.007349736,-0.481352048,NP,NP,0.000963237,2.075976147,0,0,0,1,0,1,0,0,0,1,1,0
A0A0P0UYP9_ORYSJ,NP,NP,0.002050458,0.674128899,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0V0N4_ORYSJ,NP,NP,0.05154065,0.677230317,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0V1R2_ORYSJ,NP,NP,0.121442202,0.47587822,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0V346_ORYSJ,NP,NP,0.000699666,0.779494255,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0V3N1_ORYSJ,NP,NP,0.461702525,0.012676232,0.107248656,0.037851896,0.007895802,-0.522287783,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0V5B4_ORYSJ,NP,NP,0.424627218,0.012219829,NP,NP,0.024126385,-0.477759413,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0V5C3_ORYSJ,NP,NP,0.01015123,-0.485706869,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0V749_ORYSJ,NP,NP,0.297802798,-0.102479092,NP,NP,0.157676005,0.181173007,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0V7G8_ORYSJ,NP,NP,0.028383498,-0.527868455,0.356467924,-0.144049815,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0V8Q5_ORYSJ,NP,NP,0.000472616,1.180485376,NP,NP,0.012268511,0.674008344,0,0,0,1,1,0,0,0,0,1,1,0
A0A0P0V949_ORYSJ,NP,NP,0.002176011,0.57626089,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0VAB3_ORYSJ,NP,NP,0.479669774,0.006429498,NP,NP,0.065135115,-0.179229022,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VBQ7_ORYSJ,NP,NP,0.014103612,-0.623116382,NP,NP,0.012860785,0.267380782,0,0,0,1,0,1,0,0,0,1,1,0
A0A0P0VC43_ORYSJ,NP,NP,9.19E-05,2.764064105,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0VD52_ORYSJ,NP,NP,0.35247352,0.06076986,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VD89_ORYSJ,NP,NP,0.181159168,1.187720898,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VD95_ORYSJ,NP,NP,0.007010392,-0.286954889,NP,NP,0.239008673,0.140743632,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0VE90_ORYSJ,NP,NP,0.001309139,0.881390562,NP,NP,0.294978641,-0.097253456,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0VFN2_ORYSJ,NP,NP,0.041076837,-0.910900253,NP,NP,0.067504944,0.628536101,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0VFR4_ORYSJ,NP,NP,0.009702052,-0.476196718,NP,NP,0.052709752,1.02332504,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0VFU0_ORYSJ,NP,NP,0.166399016,-1.348114058,NP,NP,0.172921749,1.264382375,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VGY6_ORYSJ,NP,NP,0.002210976,0.393165833,NP,NP,0.009765513,-0.264744301,0,0,0,1,1,0,0,0,0,1,0,1
A0A0P0VIH2_ORYSJ,NP,NP,0.455389637,0.019626012,NP,NP,0.003748846,-0.763790697,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0VM30_ORYSJ,NP,NP,0.436515134,-0.144904541,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VPZ7_ORYSJ,NP,NP,0.000695295,1.756303394,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0VQW1_ORYSJ,NP,NP,0.165806665,-0.157067458,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VRC2_ORYSJ,NP,NP,0.013139281,1.162629345,NP,NP,0.00660631,-0.250614565,0,0,0,1,1,0,0,0,0,1,0,1
A0A0P0VRD5_ORYSJ,NP,NP,0.302895454,0.066589407,NP,NP,0.439525848,-0.02488283,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VSM4_ORYSJ,NP,NP,0.000298833,-0.596992595,NP,NP,0.232419827,0.790633068,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0VUV4_ORYSJ,NP,NP,0.131184486,-0.397420418,NP,NP,0.457532675,-0.033358036,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VWU6_ORYSJ,NP,NP,0.389195484,0.035236887,NP,NP,0.124604676,-0.19036468,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VXN2_ORYSJ,NP,NP,0.121815451,-0.243071698,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VY91_ORYSJ,NP,NP,0.000410608,1.538973304,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0VYH3_ORYSJ,NP,NP,0.00015608,1.232450646,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0W0P8_ORYSJ,NP,NP,0.463011229,-0.016953424,NP,NP,0.011155989,0.593888858,0,0,0,0,0,0,0,0,0,1,1,0
A0A0P0W1N8_ORYSJ,NP,NP,0.166536447,0.093654936,NP,NP,0.02616926,-0.555884535,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0W399_ORYSJ,NP,NP,0.307449693,-0.137530768,NP,NP,0.02430299,0.945854515,0,0,0,0,0,0,0,0,0,1,1,0
A0A0P0W403_ORYSJ,NP,NP,0.005519217,-1.74268457,NP,NP,0.458830273,0.114221899,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0W5F4_ORYSJ,NP,NP,0.000122042,1.051718987,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0W5K2_ORYSJ,NP,NP,0.04802251,0.386987129,NP,NP,0.035970259,0.588140699,0,0,0,1,1,0,0,0,0,1,1,0
A0A0P0W6L8_ORYSJ,NP,NP,0.263253878,0.106272099,NP,NP,0.004268155,-0.313384255,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0W8W5_ORYSJ,NP,NP,0.000427609,0.484997316,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0W9S7_ORYSJ,NP,NP,0.057907781,-1.632922549,NP,NP,0.123002351,0.819097646,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WAE2_ORYSJ,NP,NP,0.292266567,0.175194388,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WAE9_ORYSJ,NP,NP,0.0013438,1.53573788,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0WAJ2_ORYSJ,NP,NP,0.010101097,-0.793041168,NP,NP,0.194827203,0.279667736,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0WAM8_ORYSJ,NP,NP,0.249221682,0.178962769,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WB50_ORYSJ,NP,NP,0.013946777,-1.732246071,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0WBF4_ORYSJ,NP,NP,0.250719225,0.039821133,NP,NP,0.168579446,-0.072570895,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WC88_ORYSJ,NP,NP,0.000372623,1.83955476,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0WDQ9_ORYSJ,NP,NP,0.049432367,-0.498203469,NP,NP,0.087266515,0.309040612,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0WES1_ORYSJ,NP,NP,0.038769265,0.345513413,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0WEY1_ORYSJ,NP,NP,0.2918245,0.097531053,NP,NP,0.002546617,-0.598480668,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0WF87_ORYSJ,NP,NP,0.113888695,0.393522768,NP,NP,0.422880504,-0.048334644,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WFH6_ORYSJ,NP,NP,0.305541675,0.055354143,NP,NP,0.159177068,-1.066919901,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WJ23_ORYSJ,NP,NP,0.015659139,0.325380879,NP,NP,0.015381157,-0.298670031,0,0,0,1,1,0,0,0,0,1,0,1
A0A0P0WJP2_ORYSJ,NP,NP,0.001309139,0.881390562,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0WJZ1_ORYSJ,NP,NP,0.000209537,1.638499669,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0WLE2_ORYSJ,NP,NP,0.020526904,-1.426488587,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0WNX9_ORYSJ,NP,NP,0.297128911,-0.070640175,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WQ21_ORYSJ,NP,NP,0.00071797,1.763750486,NP,NP,0.223086807,-0.169051184,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0WR69_ORYSJ,NP,NP,0.339162436,0.044113435,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WS06_ORYSJ,NP,NP,0.009479439,0.592230422,NP,NP,0.018619322,-0.548401461,0,0,0,1,1,0,0,0,0,1,0,1
A0A0P0WT49_ORYSJ,NP,NP,0.141334468,0.19457443,NP,NP,0.005824017,-0.567067257,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0WVS7_ORYSJ,NP,NP,0.004068617,-0.572856674,NP,NP,0.242687541,-0.26335918,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0WX83_ORYSJ,NP,NP,0.009708611,-0.80743424,NP,NP,0.041315847,0.387915281,0,0,0,1,0,1,0,0,0,1,1,0
A0A0P0WZ68_ORYSJ,NP,NP,0.016462183,0.230709745,5.76E-05,-0.416211464,0.196224996,-0.388088879,0,0,0,1,1,0,1,0,1,0,0,0
A0A0P0WZH2_ORYSJ,NP,NP,0.081578925,0.545022935,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X088_ORYSJ,NP,NP,0.000308727,1.267273316,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0X0E1_ORYSJ,NP,NP,0.095586079,-0.277153059,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X1Z2_ORYSJ,NP,NP,0.024861751,1.277339279,NP,NP,0.216591385,0.113248241,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0X214_ORYSJ,NP,NP,0.00131614,1.211114249,NP,NP,0.138022752,-0.264284042,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0X446_ORYSJ,NP,NP,0.109380135,0.161191384,NP,NP,0.370047552,-0.040419171,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X4W4_ORYSJ,NP,NP,0.188342303,0.069759367,NP,NP,0.017914575,-0.135000211,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0X4X2_ORYSJ,NP,NP,0.425064928,-0.02000248,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X517_ORYSJ,NP,NP,0.000943882,1.635252545,0.000169529,0.963616591,0.138586287,0.105915419,0,0,0,1,1,0,1,1,0,0,0,0
A0A0P0X578_ORYSJ,NP,NP,0.13306036,-6.868599069,NP,NP,0.126023017,5.341933957,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X6A0_ORYSJ,NP,NP,0.00112546,1.656664339,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0X6T4_ORYSJ,NP,NP,0.397942259,-0.070850174,NP,NP,0.04035575,0.287285125,0,0,0,0,0,0,0,0,0,1,1,0
A0A0P0X6Y8_ORYSJ,NP,NP,0.019311471,0.516526641,0.246279657,0.040567604,0.088481025,-0.493284264,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0X7K0_ORYSJ,NP,NP,0.066225216,-0.534115595,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0X7P6_ORYSJ,NP,NP,0.008195388,0.291633287,NP,NP,0.414600297,0.045744245,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0X9R4_ORYSJ,NP,NP,0.24697214,0.048476684,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XA29_ORYSJ,NP,NP,0.025761212,0.21288406,NP,NP,0.164672655,0.141759913,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0XB47_ORYSJ,NP,NP,0.126076541,0.349263668,0.020103833,-0.239571067,0.065510619,-0.471122955,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0XBI2_ORYSJ,NP,NP,0.001036202,-0.462138189,NP,NP,0.006286305,0.303624339,0,0,0,1,0,1,0,0,0,1,1,0
A0A0P0XCC9_ORYSJ,NP,NP,0.003442264,-3.09966431,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0XEJ7_ORYSJ,NP,NP,0.018801339,0.555980589,0.001011996,0.669707678,0.332987224,0.056134512,0,0,0,1,1,0,1,1,0,0,0,0
A0A0P0XF72_ORYSJ,NP,NP,0.24697214,0.048476684,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XF94_ORYSJ,NP,NP,0.000374626,3.215160819,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0XGU7_ORYSJ,NP,NP,0.230584633,0.056966981,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XHY2_ORYSJ,NP,NP,0.000788954,1.516335415,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0XIA6_ORYSJ,NP,NP,0.33641445,0.086637101,NP,NP,0.231498527,0.072022735,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XJJ9_ORYSJ,NP,NP,0.031126393,-0.348047359,NP,NP,0.199650803,0.095561645,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0XJZ1_ORYSJ,NP,NP,0.066072987,0.21278966,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XKM1_ORYSJ,NP,NP,0.312775535,-0.175158324,NP,NP,0.484581543,0.022106351,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XNK6_ORYSJ,NP,NP,0.000699666,0.779494255,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0XPP3_ORYSJ,NP,NP,0.465584269,0.015264108,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XQE2_ORYSJ,NP,NP,0.092640291,-0.192787485,NP,NP,0.340265366,0.045929261,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XQG2_ORYSJ,NP,NP,0.432089316,0.103107699,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XRC3_ORYSJ,NP,NP,0.010101689,0.274906397,0.284582215,0.022444439,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0XUL3_ORYSJ,NP,NP,0.156950358,0.10089501,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XY54_ORYSJ,NP,NP,0.221565493,0.297879974,NP,NP,0.179977494,0.144127438,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XYC1_ORYSJ,NP,NP,0.011292656,0.917913691,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0XYL0_ORYSJ,NP,NP,0.06513315,0.215206124,NP,NP,0.113586844,0.34829086,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0XYU6_ORYSJ,NP,NP,0.001050655,1.277901883,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0XZ15_ORYSJ,NP,NP,5.87E-05,4.449684202,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0XZM1_ORYSJ,NP,NP,0.007978947,-1.453727475,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0Y0S8_ORYSJ,NP,NP,0.01322518,0.310073438,0.142631298,-0.031832203,0.001977141,-0.364761529,0,0,0,1,1,0,0,0,0,1,0,1
A0A0P0Y0Y5_ORYSJ,NP,NP,0.074368446,-0.310219048,NP,NP,0.076009834,0.258329709,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y1V1_ORYSJ,NP,NP,0.177938872,-0.15234675,NP,NP,0.001480647,0.459922486,0,0,0,0,0,0,0,0,0,1,1,0
A0A0P0Y2I8_ORYSJ,NP,NP,0.427957268,0.029425339,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y3S1_ORYSJ,NP,NP,0.409906922,-0.046181473,NP,NP,0.015266804,0.247356864,0,0,0,0,0,0,0,0,0,1,1,0
A0A0P0Y414_ORYSJ,NP,NP,0.2763131,0.178887894,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y5G1_ORYSJ,NP,NP,0.157624669,-2.677286849,NP,NP,0.178353228,2.048554144,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y7S4_ORYSJ,NP,NP,0.123380039,0.13351568,NP,NP,0.179420408,0.715870408,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0Y808_ORYSJ,NP,NP,0.108922296,0.212491655,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0YAG0_ORYSJ,NP,NP,0.000454399,-1.250060407,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0YAJ7_ORYSJ,NP,NP,0.001245676,1.119508693,NP,NP,0.085110245,-0.495524046,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0YB64_ORYSJ,NP,NP,0.043650776,1.182709967,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0P0YC61_ORYSJ,NP,NP,0.025853731,-0.260271767,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
A0A0P0YC81_ORYSJ,NP,NP,0.498883429,-0.001175482,NP,NP,0.01341302,1.985794167,0,0,0,0,0,0,0,0,0,1,1,0
A0A0P0YD24_ORYSJ,NP,NP,0.001555735,1.502815182,0.006067182,-0.128593635,0.27469581,-0.22695332,0,0,0,1,1,0,1,0,1,0,0,0
A0A5S6R6T3_ORYSJ,NP,NP,0.030548857,-0.752444974,NP,NP,0.012418739,-0.326626505,0,0,0,1,0,1,0,0,0,1,0,1
A0A5S6R808_ORYSJ,NP,NP,0.070181545,-0.684402445,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A5S6R8N0_ORYSJ,NP,NP,0.00151529,0.544609479,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A5S6R8Y3_ORYSJ,NP,NP,0.001123346,1.128294231,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A5S6RBJ2_ORYSJ,NP,NP,0.006501775,0.485797772,0.015577391,0.075398935,0.246806872,0.139222037,0,0,0,1,1,0,1,1,0,0,0,0
A0A5S6RDG1_ORYSJ,NP,NP,0.345420222,-0.42205509,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A2ZSD2_ORYSJ,NP,NP,0.053772663,-0.32540671,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A2ZTA4_ORYSJ,NP,NP,0.120412073,-0.435491097,NP,NP,0.196623558,0.281005416,0,0,0,0,0,0,0,0,0,0,0,0
A2ZV47_ORYSJ,NP,NP,0.001662944,2.876109165,NP,NP,0.203903356,-0.843872784,0,0,0,1,1,0,0,0,0,0,0,0
A2ZW03_ORYSJ,NP,NP,0.292266567,0.175194388,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A3BK93_ORYSJ,NP,NP,0.061482834,-0.35739026,NP,NP,0.007395978,0.376484458,0,0,0,0,0,0,0,0,0,1,1,0
A3BLV7_ORYSJ,NP,NP,0.081495853,0.171507512,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
AB25G_ORYSJ,NP,NP,0.315883485,0.071706637,0.003305039,-0.573242787,0.018788243,-0.906231953,0,0,0,0,0,0,1,0,1,1,0,1
AB31G_ORYSJ,NP,NP,0.079884154,-0.427530911,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
AB35G_ORYSJ,NP,NP,0.053772663,-0.32540671,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
AB36G_ORYSJ,NP,NP,0.098649521,-0.670936019,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
AB37G_ORYSJ,NP,NP,0.010101689,0.274906397,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
AB38G_ORYSJ,NP,NP,0.086289239,-0.394179957,NP,NP,0.010580235,0.607767183,0,0,0,0,0,0,0,0,0,1,1,0
AB39G_ORYSJ,NP,NP,0.138300728,0.171026182,NP,NP,0.375438764,-0.053133151,0,0,0,0,0,0,0,0,0,0,0,0
AB41G_ORYSJ,NP,NP,0.143627541,-0.650792033,NP,NP,0.497736936,0.004863129,0,0,0,0,0,0,0,0,0,0,0,0
AB45G_ORYSJ,NP,NP,0.170154094,-0.376406046,6.34E-05,-1.032187447,0.104941596,0.478125747,0,0,0,0,0,0,1,0,1,0,0,0
ACA5_ORYSJ,NP,NP,0.009024718,1.074361252,NP,NP,0.032912632,2.057507004,0,0,0,1,1,0,0,0,0,1,1,0
AGLU_ORYSJ,NP,NP,0.029064303,0.532945047,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
APM1C_ORYSJ,NP,NP,5.05E-06,-1.045580159,NP,NP,0.0398718,-0.317146714,0,0,0,1,0,1,0,0,0,1,0,1
ARP8_ORYSJ,NP,NP,0.00151529,0.544609479,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
B7FAC9_ORYSJ,NP,NP,0.036328587,-0.341595586,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
B9FD23_ORYSJ,NP,NP,0.000608484,1.876739435,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
B9FES9_ORYSJ,NP,NP,0.001496928,-5.888709236,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
B9FUL5_ORYSJ,NP,NP,0.124009267,1.625149783,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
B9G9S5_ORYSJ,NP,NP,0.218766848,-0.029615471,NP,NP,0.029887359,0.292505034,0,0,0,0,0,0,0,0,0,1,1,0
BGA11_ORYSJ,NP,NP,3.89E-06,-2.180490573,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
BGL31_ORYSJ,NP,NP,0.306454726,-0.357471653,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
BIODA_ORYSJ,NP,NP,0.032247724,0.142267546,NP,NP,0.476358404,0.006666212,0,0,0,1,1,0,0,0,0,0,0,0
C7017_ORYSJ,NP,NP,0.287696404,0.080743824,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
C74A2_ORYSJ,NP,NP,0.050845039,-0.274208809,NP,NP,0.088930747,0.276721319,0,0,0,0,0,0,0,0,0,0,0,0
C76M7_ORYSJ,NP,NP,0.015981399,-1.641827135,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
C7IXQ5_ORYSJ,NP,NP,0.031423523,0.71966409,0.319935698,0.010430832,0.398096311,0.096130114,0,0,0,1,1,0,0,0,0,0,0,0
C7J0P7_ORYSJ,NP,NP,7.72E-05,-2.401881469,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
C7J464_ORYSJ,NP,NP,0.014877194,-0.274159543,0.000107293,-0.662463062,NP,NP,0,0,0,1,0,1,1,0,1,0,0,0
C7J7A2_ORYSJ,NP,NP,0.006803088,-4.749203837,NP,NP,0.322421593,-0.134578855,0,0,0,1,0,1,0,0,0,0,0,0
CADH4_ORYSJ,NP,NP,0.110374229,0.231287643,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
CAEH3_ORYSJ,NP,NP,0.020733141,-0.371723347,NP,NP,0.015972464,0.388958287,0,0,0,1,0,1,0,0,0,1,1,0
CARB_ORYSJ,NP,NP,0.023435124,-0.472537228,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
CAX1C_ORYSJ,NP,NP,0.435471774,0.030131369,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
CBP3_ORYSJ,NP,NP,0.006232035,-0.68466058,NP,NP,0.27583577,0.086358048,0,0,0,1,0,1,0,0,0,0,0,0
